Takım,matchdate turkce,Comp Short,Hafta,Season long,Match Date,Matchid,Max date,month turkce,Season,GD,Goals For,Goals For (copy),Maç,Points,points gd2,Shots For,X Goals For,X Goals For (copy),Şut başına xG
Hatayspor,22 Mayıs 2022,TUR,12,  2021-22,11.07.21,ADSHAT2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,12,0.6600205,0.6600205,0.055001708
Basaksehir,22 Mayıs 2022,TUR,22,  2021-22,1/19/2022,KAYBSK2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,14,0.7767759,0.7767759,0.055483993
Besiktas,22 Mayıs 2022,TUR,11,  2021-22,10/30/2021,HATBJK2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,17,1.81131,1.81131,0.106547647
Alanyaspor,22 Mayıs 2022,TUR,34,  2021-22,4/25/2022,SIVALA2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,13,0.6858343,0.6858343,0.052756485
Adana Demirspor,22 Mayıs 2022,TUR,28,  2021-22,03.04.22,MLTADS2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,20,1.585788,1.585788,0.0792894
Besiktas,22 Mayıs 2022,TUR,19,  2021-22,12/27/2021,KONBJK2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,12,0.9748692,0.9748692,0.0812391
Adana Demirspor,22 Mayıs 2022,TUR,22,  2021-22,1/18/2022,KONADS2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,15,1.038939,1.038939,0.0692626
Konyaspor,22 Mayıs 2022,TUR,9,  2021-22,10/17/2021,GALKON2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,16,0.9863809,0.9863809,0.061648806
Gaziantep,22 Mayıs 2022,TUR,21,  2021-22,1/14/2022,BJKGAZ2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,7,0.9828328,0.9828328,0.140404686
Galatasaray,22 Mayıs 2022,TUR,16,  2021-22,12/13/2021,SIVGAL2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,6,0.2191409,0.2191409,0.036523483
F. Karagumruk,22 Mayıs 2022,TUR,3,  2021-22,8/28/2021,BJKKGM2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,10,0.9924669,0.9924669,0.09924669
Altay,22 Mayıs 2022,TUR,12,  2021-22,11.06.21,ANTALT2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,9,0.4721541,0.4721541,0.052461567
Sivasspor,22 Mayıs 2022,TUR,26,  2021-22,2/20/2022,KGMSIV2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,9,0.8625609,0.8625609,0.0958401
Kasimpasa,22 Mayıs 2022,TUR,24,  2021-22,02.05.22,TRBKSP2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,15,1.021022,1.021022,0.068068133
Antalyaspor,22 Mayıs 2022,TUR,17,  2021-22,12/18/2021,KONANT2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,6,0.2911337,0.2911337,0.048522283
Giresunspor,22 Mayıs 2022,TUR,16,  2021-22,12.12.21,ADSGIR2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,13,1.295141,1.295141,0.099626231
Sivasspor,22 Mayıs 2022,TUR,28,  2021-22,03.06.22,ANTSIV2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,11,1.055776,1.055776,0.095979636
Giresunspor,22 Mayıs 2022,TUR,24,  2021-22,02.04.22,KONGIR2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,6,0.2207197,0.2207197,0.036786617
Kayserispor,22 Mayıs 2022,TUR,14,  2021-22,11/27/2021,RIZKAY2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,12,0.9210703,0.9210703,0.076755858
Y. Malatyaspor,22 Mayıs 2022,TUR,7,  2021-22,9/25/2021,ANTMLT2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,9,0.6291666,0.6291666,0.0699074
Y. Malatyaspor,22 Mayıs 2022,TUR,13,  2021-22,11/20/2021,GIRMLT2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,10,0.5750652,0.5750652,0.05750652
Basaksehir,22 Mayıs 2022,TUR,6,  2021-22,9/22/2021,GAZBSK2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,15,1.393965,1.393965,0.092931
Altay,22 Mayıs 2022,TUR,20,  2021-22,01.09.22,KAYALT2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,8,0.5376333,0.5376333,0.067204162
Altay,22 Mayıs 2022,TUR,26,  2021-22,2/19/2022,BJKALT2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,9,1.022623,1.022623,0.113624778
Y. Malatyaspor,22 Mayıs 2022,TUR,17,  2021-22,12/19/2021,RIZMLT2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,8,0.4203534,0.4203534,0.052544175
Y. Malatyaspor,22 Mayıs 2022,TUR,20,  2021-22,01.07.22,TRBMLT2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,3,0.7857117,0.7857117,0.2619039
Y. Malatyaspor,22 Mayıs 2022,TUR,31,  2021-22,04.04.22,BSKMLT2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,7,0.5080613,0.5080613,0.072580186
Y. Malatyaspor,22 Mayıs 2022,TUR,24,  2021-22,02.05.22,KGMMLT2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,13,1.378142,1.378142,0.106010923
Giresunspor,22 Mayıs 2022,TUR,4,  2021-22,9/13/2021,ALAGIR2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,15,0.9424415,0.9424415,0.062829433
Y. Malatyaspor,22 Mayıs 2022,TUR,29,  2021-22,03.12.22,ALTMLT2122,5/22/2022,Mayıs,2122,-1,0,0,1,0,-1,6,0.8743063,0.8743063,0.145717717
Hatayspor,22 Mayıs 2022,TUR,17,  2021-22,12/18/2021,TRBHAT2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,6,0.7815967,0.7815967,0.130266117
Alanyaspor,22 Mayıs 2022,TUR,12,  2021-22,11.05.21,RIZALA2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,13,0.8046007,0.8046007,0.061892362
Fenerbahce,22 Mayıs 2022,TUR,5,  2021-22,9/19/2021,BSKFEN2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,14,1.378049,1.378049,0.098432071
Hatayspor,22 Mayıs 2022,TUR,26,  2021-22,2/20/2022,FENHAT2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,11,1.127734,1.127734,0.102521273
Adana Demirspor,22 Mayıs 2022,TUR,35,  2021-22,4/29/2022,GIRADS2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,9,0.9129252,0.9129252,0.101436133
Gaziantep,22 Mayıs 2022,TUR,25,  2021-22,02.12.22,BSKGAZ2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,21,1.286666,1.286666,0.06126981
Besiktas,22 Mayıs 2022,TUR,13,  2021-22,11/20/2021,ALABJK2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,16,1.133137,1.133137,0.070821063
Adana Demirspor,22 Mayıs 2022,TUR,15,  2021-22,12.04.21,TRBADS2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,18,1.806522,1.806522,0.100362333
F. Karagumruk,22 Mayıs 2022,TUR,31,  2021-22,04.02.22,GALKGM2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,11,1.41209,1.41209,0.128371818
Galatasaray,22 Mayıs 2022,TUR,28,  2021-22,03.05.22,KONGAL2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,11,0.4475899,0.4475899,0.040689991
Galatasaray,22 Mayıs 2022,TUR,18,  2021-22,12/21/2021,ADSGAL2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,15,1.85268,1.85268,0.123512
Kasimpasa,22 Mayıs 2022,TUR,4,  2021-22,09.11.21,KAYKSP2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,6,0.4409087,0.4409087,0.073484783
Galatasaray,22 Mayıs 2022,TUR,32,  2021-22,04.10.22,FENGAL2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,6,0.6373843,0.6373843,0.106230717
Antalyaspor,22 Mayıs 2022,TUR,2,  2021-22,8/22/2021,FENANT2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,11,1.590353,1.590353,0.144577545
Gaziantep,22 Mayıs 2022,TUR,11,  2021-22,10/31/2021,GALGAZ2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,9,0.6606715,0.6606715,0.073407944
Kayserispor,22 Mayıs 2022,TUR,10,  2021-22,10/23/2021,KONKAY2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,11,0.7435574,0.7435574,0.067596127
Antalyaspor,22 Mayıs 2022,TUR,19,  2021-22,12/25/2021,GALANT2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,13,0.9856138,0.9856138,0.075816446
Antalyaspor,22 Mayıs 2022,TUR,15,  2021-22,12.05.21,KAYANT2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,24,2.308052,2.308052,0.096168833
Antalyaspor,22 Mayıs 2022,TUR,4,  2021-22,9/13/2021,GAZANT2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,15,1.073273,1.073273,0.071551533
Kasimpasa,22 Mayıs 2022,TUR,6,  2021-22,9/23/2021,ALAKSP2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,10,1.24189,1.24189,0.124189
Y. Malatyaspor,22 Mayıs 2022,TUR,11,  2021-22,10/30/2021,KSPMLT2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,5,0.5922945,0.5922945,0.1184589
Altay,22 Mayıs 2022,TUR,19,  2021-22,12/25/2021,KSPALT2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,8,0.462849,0.462849,0.057856125
Gaziantep,22 Mayıs 2022,TUR,3,  2021-22,8/28/2021,MLTGAZ2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,20,0.7385149,0.7385149,0.036925745
Rizespor,22 Mayıs 2022,TUR,38,  2021-22,5/20/2022,GAZRIZ2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,11,0.8116067,0.8116067,0.073782427
Kasimpasa,22 Mayıs 2022,TUR,12,  2021-22,11.05.21,GAZKSP2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,11,1.48569,1.48569,0.135062727
Goztepe,22 Mayıs 2022,TUR,33,  2021-22,4/16/2022,FENGOZ2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,9,0.787517,0.787517,0.087501889
Rizespor,22 Mayıs 2022,TUR,21,  2021-22,1/15/2022,KGMRIZ2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,14,0.8603952,0.8603952,0.0614568
Y. Malatyaspor,22 Mayıs 2022,TUR,19,  2021-22,12/26/2021,FENMLT2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,8,0.5669039,0.5669039,0.070862988
Giresunspor,22 Mayıs 2022,TUR,2,  2021-22,8/21/2021,KSPGIR2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,15,1.144834,1.144834,0.076322267
Y. Malatyaspor,22 Mayıs 2022,TUR,33,  2021-22,4/18/2022,GALMLT2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,15,1.331427,1.331427,0.0887618
Rizespor,22 Mayıs 2022,TUR,9,  2021-22,10/16/2021,GIRRIZ2122,5/22/2022,Mayıs,2122,-2,0,0,1,0,-2,5,0.3237217,0.3237217,0.06474434
Trabzonspor,22 Mayıs 2022,TUR,16,  2021-22,12.11.21,ANTTRB2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,12,1.208271,1.208271,0.10068925
Konyaspor,22 Mayıs 2022,TUR,25,  2021-22,2/13/2022,TRBKON2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,11,1.136337,1.136337,0.103303364
Konyaspor,22 Mayıs 2022,TUR,30,  2021-22,3/20/2022,FENKON2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,7,1.70621,1.70621,0.243744286
Konyaspor,22 Mayıs 2022,TUR,21,  2021-22,2/22/2022,BSKKON2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,12,1.068329,1.068329,0.089027417
Konyaspor,22 Mayıs 2022,TUR,32,  2021-22,04.09.22,RIZKON2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,9,0.6122678,0.6122678,0.068029756
Besiktas,22 Mayıs 2022,TUR,7,  2021-22,9/24/2021,ALTBJK2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,12,0.8105672,0.8105672,0.067547267
Basaksehir,22 Mayıs 2022,TUR,30,  2021-22,3/19/2022,ADSBSK2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,11,0.9794438,0.9794438,0.089040345
Fenerbahce,22 Mayıs 2022,TUR,11,  2021-22,10/30/2021,KONFEN2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,13,1.987099,1.987099,0.152853769
Galatasaray,22 Mayıs 2022,TUR,10,  2021-22,10/25/2021,BJKGAL2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,12,1.241865,1.241865,0.10348875
Besiktas,22 Mayıs 2022,TUR,29,  2021-22,3/14/2022,GALBJK2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,10,0.8258907,0.8258907,0.08258907
Alanyaspor,22 Mayıs 2022,TUR,18,  2021-22,12/22/2021,GAZALA2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,13,0.8970476,0.8970476,0.069003662
F. Karagumruk,22 Mayıs 2022,TUR,11,  2021-22,10/31/2021,KAYKGM2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,10,1.158922,1.158922,0.1158922
Altay,22 Mayıs 2022,TUR,10,  2021-22,10/22/2021,MLTALT2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,10,1.300655,1.300655,0.1300655
Kayserispor,22 Mayıs 2022,TUR,5,  2021-22,9/19/2021,HATKAY2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,6,0.6016755,0.6016755,0.10027925
Gaziantep,22 Mayıs 2022,TUR,9,  2021-22,10/18/2021,HATGAZ2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,7,1.418443,1.418443,0.202634714
Sivasspor,22 Mayıs 2022,TUR,22,  2021-22,1/19/2022,GOZSIV2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,20,2.523003,2.523003,0.12615015
Adana Demirspor,22 Mayıs 2022,TUR,11,  2021-22,11.01.21,BSKADS2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,16,2.42872,2.42872,0.151795
Sivasspor,22 Mayıs 2022,TUR,8,  2021-22,10.02.21,BJKSIV2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,9,1.192584,1.192584,0.132509333
Goztepe,22 Mayıs 2022,TUR,5,  2021-22,9/17/2021,ALTGOZ2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,10,1.573993,1.573993,0.1573993
Hatayspor,22 Mayıs 2022,TUR,2,  2021-22,8/23/2021,GALHAT2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,6,0.6681929,0.6681929,0.111365483
Kayserispor,22 Mayıs 2022,TUR,38,  2021-22,5/21/2022,SIVKAY2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,5,0.2922751,0.2922751,0.05845502
Gaziantep,22 Mayıs 2022,TUR,31,  2021-22,04.03.22,KSPGAZ2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,6,0.4518539,0.4518539,0.075308983
Gaziantep,22 Mayıs 2022,TUR,29,  2021-22,3/14/2022,GIRGAZ2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,10,1.25146,1.25146,0.125146
Sivasspor,22 Mayıs 2022,TUR,13,  2021-22,11/20/2021,BSKSIV2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,13,1.42034,1.42034,0.109256923
Kasimpasa,22 Mayıs 2022,TUR,8,  2021-22,10.03.21,FENKSP2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,8,0.4948661,0.4948661,0.061858262
Goztepe,22 Mayıs 2022,TUR,25,  2021-22,2/14/2022,HATGOZ2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,7,0.4991576,0.4991576,0.071308229
Giresunspor,22 Mayıs 2022,TUR,34,  2021-22,4/23/2022,KGMGIR2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,8,1.076354,1.076354,0.13454425
Gaziantep,22 Mayıs 2022,TUR,15,  2021-22,12.06.21,GOZGAZ2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,15,2.021565,2.021565,0.134771
Giresunspor,22 Mayıs 2022,TUR,26,  2021-22,2/19/2022,KAYGIR2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,12,0.8553208,0.8553208,0.071276733
Altay,22 Mayıs 2022,TUR,30,  2021-22,3/20/2022,SIVALT2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,10,1.269175,1.269175,0.1269175
Antalyaspor,22 Mayıs 2022,TUR,22,  2021-22,1/20/2022,RIZANT2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,18,1.495183,1.495183,0.083065722
Altay,22 Mayıs 2022,TUR,37,  2021-22,5/15/2022,TRBALT2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,5,0.6537001,0.6537001,0.13074002
Basaksehir,22 Mayıs 2022,TUR,2,  2021-22,8/22/2021,KONBSK2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,13,0.838099,0.838099,0.064469154
Goztepe,22 Mayıs 2022,TUR,7,  2021-22,9/26/2021,GALGOZ2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,6,0.2973769,0.2973769,0.049562817
Sivasspor,22 Mayıs 2022,TUR,2,  2021-22,8/23/2021,TRBSIV2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,17,2.739213,2.739213,0.161130176
Rizespor,22 Mayıs 2022,TUR,31,  2021-22,04.03.22,ALARIZ2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,12,0.7003241,0.7003241,0.058360342
Altay,22 Mayıs 2022,TUR,22,  2021-22,1/19/2022,FENALT2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,3,0.4706761,0.4706761,0.156892033
Giresunspor,22 Mayıs 2022,TUR,6,  2021-22,9/23/2021,FENGIR2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,8,1.171733,1.171733,0.146466625
Goztepe,22 Mayıs 2022,TUR,18,  2021-22,12/23/2021,BJKGOZ2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,19,2.678426,2.678426,0.140969789
Basaksehir,22 Mayıs 2022,TUR,4,  2021-22,09.12.21,GOZBSK2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,22,1.823663,1.823663,0.082893773
Kasimpasa,22 Mayıs 2022,TUR,10,  2021-22,10/23/2021,RIZKSP2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,18,1.643398,1.643398,0.091299889
Rizespor,22 Mayıs 2022,TUR,11,  2021-22,10/29/2021,TRBRIZ2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,13,1.708539,1.708539,0.131426077
Kasimpasa,22 Mayıs 2022,TUR,16,  2021-22,12.11.21,BSKKSP2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,10,0.6353508,0.6353508,0.06353508
Y. Malatyaspor,22 Mayıs 2022,TUR,35,  2021-22,05.01.22,ALAMLT2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,4,0.1188015,0.1188015,0.029700375
Y. Malatyaspor,22 Mayıs 2022,TUR,25,  2021-22,2/13/2022,SIVMLT2122,5/22/2022,Mayıs,2122,-1,1,1,1,0,-1,14,1.158644,1.158644,0.082760286
Alanyaspor,22 Mayıs 2022,TUR,14,  2021-22,11/27/2021,ANTALA2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,8,0.5972743,0.5972743,0.074659288
F. Karagumruk,22 Mayıs 2022,TUR,29,  2021-22,03.12.22,HATKGM2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,10,0.7000891,0.7000891,0.07000891
Y. Malatyaspor,22 Mayıs 2022,TUR,4,  2021-22,09.11.21,BJKMLT2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,7,0.1803702,0.1803702,0.025767171
Hatayspor,22 Mayıs 2022,TUR,34,  2021-22,4/24/2022,BSKHAT2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,3,0.7548757,0.7548757,0.251625233
Galatasaray,22 Mayıs 2022,TUR,6,  2021-22,9/22/2021,KAYGAL2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,19,1.270007,1.270007,0.066842474
Sivasspor,22 Mayıs 2022,TUR,19,  2021-22,12/27/2021,KAYSIV2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,10,1.074797,1.074797,0.1074797
F. Karagumruk,22 Mayıs 2022,TUR,25,  2021-22,2/13/2022,ANTKGM2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,9,0.3640326,0.3640326,0.040448067
Gaziantep,22 Mayıs 2022,TUR,13,  2021-22,11/22/2021,TRBGAZ2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,25,1.630394,1.630394,0.06521576
Kayserispor,22 Mayıs 2022,TUR,30,  2021-22,3/18/2022,KGMKAY2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,15,1.401756,1.401756,0.0934504
Gaziantep,22 Mayıs 2022,TUR,37,  2021-22,5/15/2022,ALAGAZ2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,11,1.744413,1.744413,0.158583
Kayserispor,22 Mayıs 2022,TUR,1,  2021-22,8/14/2021,ALTKAY2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,8,0.492214,0.492214,0.06152675
Goztepe,22 Mayıs 2022,TUR,31,  2021-22,04.03.22,KONGOZ2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,7,0.3632455,0.3632455,0.051892214
Rizespor,22 Mayıs 2022,TUR,1,  2021-22,8/13/2021,BJKRIZ2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,3,0.1866295,0.1866295,0.062209833
Rizespor,22 Mayıs 2022,TUR,13,  2021-22,11/21/2021,KONRIZ2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,26,1.897851,1.897851,0.072994269
Y. Malatyaspor,22 Mayıs 2022,TUR,37,  2021-22,5/14/2022,KAYMLT2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,12,0.3680149,0.3680149,0.030667908
Rizespor,22 Mayıs 2022,TUR,7,  2021-22,9/26/2021,BSKRIZ2122,5/22/2022,Mayıs,2122,-3,0,0,1,0,-3,14,1.191857,1.191857,0.085132643
Trabzonspor,22 Mayıs 2022,TUR,38,  2021-22,5/22/2022,BSKTRB2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,14,1.997449,1.997449,0.142674929
Fenerbahce,22 Mayıs 2022,TUR,9,  2021-22,10/17/2021,TRBFEN2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,5,0.4920961,0.4920961,0.09841922
Hatayspor,22 Mayıs 2022,TUR,20,  2021-22,01.08.22,KSPHAT2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,13,0.812089,0.812089,0.062468385
F. Karagumruk,22 Mayıs 2022,TUR,15,  2021-22,12.05.21,GIRKGM2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,6,1.663804,1.663804,0.277300667
Altay,22 Mayıs 2022,TUR,4,  2021-22,09.11.21,KONALT2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,15,1.810815,1.810815,0.120721
Kayserispor,22 Mayıs 2022,TUR,23,  2021-22,1/23/2022,KSPKAY2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,10,0.9726321,0.9726321,0.09726321
Antalyaspor,22 Mayıs 2022,TUR,13,  2021-22,11/20/2021,HATANT2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,12,2.050017,2.050017,0.17083475
Hatayspor,22 Mayıs 2022,TUR,37,  2021-22,5/15/2022,KONHAT2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,7,1.055438,1.055438,0.150776857
Giresunspor,22 Mayıs 2022,TUR,18,  2021-22,12/21/2021,BSKGIR2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,6,0.5630701,0.5630701,0.093845017
F. Karagumruk,22 Mayıs 2022,TUR,20,  2021-22,01.08.22,GAZKGM2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,15,2.268316,2.268316,0.151221067
Galatasaray,22 Mayıs 2022,TUR,30,  2021-22,3/20/2022,GAZGAL2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,13,1.04509,1.04509,0.080391538
Basaksehir,22 Mayıs 2022,TUR,8,  2021-22,10.01.21,KGMBSK2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,18,1.595809,1.595809,0.088656056
Altay,22 Mayıs 2022,TUR,17,  2021-22,12/17/2021,GIRALT2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,15,1.679315,1.679315,0.111954333
Altay,22 Mayıs 2022,TUR,32,  2021-22,04.10.22,ADSALT2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,13,0.975711,0.975711,0.075054692
Goztepe,22 Mayıs 2022,TUR,27,  2021-22,2/27/2022,GIRGOZ2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,9,0.601493,0.601493,0.066832556
Goztepe,22 Mayıs 2022,TUR,16,  2021-22,12.11.21,RIZGOZ2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,14,0.7947515,0.7947515,0.056767964
Goztepe,22 Mayıs 2022,TUR,36,  2021-22,05.07.22,KGMGOZ2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,5,0.4053947,0.4053947,0.08107894
Rizespor,22 Mayıs 2022,TUR,29,  2021-22,03.12.22,KSPRIZ2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,9,1.044349,1.044349,0.116038778
Rizespor,22 Mayıs 2022,TUR,5,  2021-22,9/18/2021,ADSRIZ2122,5/22/2022,Mayıs,2122,-2,1,1,1,0,-2,9,0.7899316,0.7899316,0.087770178
Trabzonspor,22 Mayıs 2022,TUR,30,  2021-22,3/18/2022,RIZTRB2122,5/22/2022,Mayıs,2122,-1,2,2,1,0,-1,10,1.436508,1.436508,0.1436508
Konyaspor,22 Mayıs 2022,TUR,14,  2021-22,11/28/2021,GAZKON2122,5/22/2022,Mayıs,2122,-1,2,2,1,0,-1,13,1.681314,1.681314,0.129331846
Konyaspor,22 Mayıs 2022,TUR,36,  2021-22,05.09.22,ANTKON2122,5/22/2022,Mayıs,2122,-1,2,2,1,0,-1,15,2.07652,2.07652,0.138434667
Besiktas,22 Mayıs 2022,TUR,9,  2021-22,10/15/2021,BSKBJK2122,5/22/2022,Mayıs,2122,-1,2,2,1,0,-1,18,1.895204,1.895204,0.105289111
Fenerbahce,22 Mayıs 2022,TUR,16,  2021-22,12/13/2021,GAZFEN2122,5/22/2022,Mayıs,2122,-1,2,2,1,0,-1,14,1.482871,1.482871,0.105919357
