,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
5,65320,64,SavedShot,0.9009999847412109,0.2620000076293945,0.05871415510773659,Michy Batshuayi,a,1678,OpenPlay,2015,LeftFoot,2058,Bordeaux,Marseille,1,1,2015-12-21 00:00:00,,TakeOn
1,65881,3,MissedShots,0.91,0.42900001525878906,0.0816936045885086,Michy Batshuayi,h,1678,OpenPlay,2015,Head,2068,Marseille,Guingamp,0,0,2016-01-11 00:00:00,Georges-Kévin Nkoudou,Cross
8,65890,43,MissedShots,0.9269999694824219,0.46599998474121096,0.11025545746088028,Michy Batshuayi,h,1678,FromCorner,2015,Head,2068,Marseille,Guingamp,0,0,2016-01-11 00:00:00,Abdel Barrada,Cross
0,66161,11,Goal,0.9490000152587891,0.544000015258789,0.6090092658996582,Michy Batshuayi,a,1678,OpenPlay,2015,LeftFoot,2077,Caen,Marseille,1,3,2016-01-17 20:00:00,Abdel Barrada,Pass
1,66162,27,MissedShots,0.9130000305175782,0.43599998474121093,0.44196149706840515,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2077,Caen,Marseille,1,3,2016-01-17 20:00:00,Bouna Sarr,Pass
2,66167,52,BlockedShot,0.845999984741211,0.45799999237060546,0.09692278504371643,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2077,Caen,Marseille,1,3,2016-01-17 20:00:00,Georges-Kévin Nkoudou,Pass
11,66178,83,SavedShot,0.8219999694824218,0.40799999237060547,0.06717203557491302,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2077,Caen,Marseille,1,3,2016-01-17 20:00:00,Rémy Cabella,Pass
14,66181,92,SavedShot,0.860999984741211,0.5109999847412109,0.1299729347229004,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2077,Caen,Marseille,1,3,2016-01-17 20:00:00,Rémy Cabella,Pass
2,66341,25,ShotOnPost,0.9290000152587891,0.700999984741211,0.0624927282333374,Michy Batshuayi,a,1678,OpenPlay,2015,LeftFoot,2088,Lyon,Marseille,1,1,2016-01-25 00:00:00,Georges-Kévin Nkoudou,Pass
4,66359,79,MissedShots,0.830999984741211,0.6969999694824218,0.03967782109975815,Michy Batshuayi,a,1678,OpenPlay,2015,LeftFoot,2088,Lyon,Marseille,1,1,2016-01-25 00:00:00,Rémy Cabella,Chipped
3,66564,16,MissedShots,0.9230000305175782,0.42900001525878906,0.10882628709077835,Michy Batshuayi,h,1678,OpenPlay,2015,Head,2089,Marseille,Lille,1,1,2016-01-29 23:30:00,Bouna Sarr,Cross
10,66581,68,BlockedShot,0.8630000305175781,0.5479999923706055,0.04430529847741127,Michy Batshuayi,h,1678,FromCorner,2015,RightFoot,2089,Marseille,Lille,1,1,2016-01-29 23:30:00,Abdel Barrada,Cross
12,66584,80,BlockedShot,0.8159999847412109,0.745999984741211,0.018189044669270515,Michy Batshuayi,h,1678,OpenPlay,2015,RightFoot,2089,Marseille,Lille,1,1,2016-01-29 23:30:00,Nicolas N&#039;Koulou,Chipped
7,69342,40,BlockedShot,0.924000015258789,0.47400001525878904,0.10606341063976288,Michy Batshuayi,h,1678,FromCorner,2015,LeftFoot,2118,Marseille,Paris Saint Germain,1,2,2016-02-08 00:00:00,Abdel Barrada,Cross
3,69533,52,SavedShot,0.8190000152587891,0.6409999847412109,0.0550944022834301,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2128,Nice,Marseille,1,1,2016-02-15 00:00:00,Rémy Cabella,Pass
5,69534,53,SavedShot,0.8580000305175781,0.38799999237060545,0.3644028902053833,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2128,Nice,Marseille,1,1,2016-02-15 00:00:00,Rémy Cabella,Pass
8,69542,70,ShotOnPost,0.9690000152587891,0.4540000152587891,0.6057440638542175,Michy Batshuayi,a,1678,OpenPlay,2015,Head,2128,Nice,Marseille,1,1,2016-02-15 00:00:00,,Rebound
9,69543,70,SavedShot,0.9440000152587891,0.395,0.40456607937812805,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2128,Nice,Marseille,1,1,2016-02-15 00:00:00,Rémy Cabella,Pass
