,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
4,51778,59,ShotOnPost,0.8519999694824218,0.3129999923706055,0.044646721333265305,Matt Ritchie,a,461,OpenPlay,2015,LeftFoot,100,Liverpool,Bournemouth,1,0,2015-08-17 23:00:00,Joshua King,Pass
5,51779,62,BlockedShot,0.785,0.3890000152587891,0.03107462450861931,Matt Ritchie,a,461,OpenPlay,2015,LeftFoot,100,Liverpool,Bournemouth,1,0,2015-08-17 23:00:00,Eunan O&#039;Kane,Pass
6,51780,62,MissedShots,0.9440000152587891,0.33099998474121095,0.07165629416704178,Eunan O&#039;Kane,a,472,OpenPlay,2015,RightFoot,100,Liverpool,Bournemouth,1,0,2015-08-17 23:00:00,Callum Wilson,Pass
7,51781,64,BlockedShot,0.7759999847412109,0.42700000762939455,0.03037465177476406,Matt Ritchie,a,461,OpenPlay,2015,RightFoot,100,Liverpool,Bournemouth,1,0,2015-08-17 23:00:00,Max Gradel,Pass
8,51786,79,MissedShots,0.9159999847412109,0.5970000076293945,0.03618964925408363,Steve Cook,a,458,FromCorner,2015,Head,100,Liverpool,Bournemouth,1,0,2015-08-17 23:00:00,Max Gradel,Cross
9,51787,83,BlockedShot,0.720999984741211,0.500999984741211,0.014533559791743755,Eunan O&#039;Kane,a,472,OpenPlay,2015,RightFoot,100,Liverpool,Bournemouth,1,0,2015-08-17 23:00:00,Andrew Surman,HeadPass
10,51788,84,BlockedShot,0.9059999847412109,0.315,0.056477561593055725,Lee Tomlin,a,975,OpenPlay,2015,RightFoot,100,Liverpool,Bournemouth,1,0,2015-08-17 23:00:00,Adam Smith,Pass
11,51789,85,MissedShots,0.915,0.5,0.04438130930066109,Lee Tomlin,a,975,FromCorner,2015,OtherBodyPart,100,Liverpool,Bournemouth,1,0,2015-08-17 23:00:00,Matt Ritchie,Aerial
12,51790,87,SavedShot,0.9380000305175781,0.36700000762939455,0.023894228041172028,Lee Tomlin,a,975,OpenPlay,2015,Head,100,Liverpool,Bournemouth,1,0,2015-08-17 23:00:00,Simon Francis,Aerial
0,56363,4,MissedShots,0.93,0.47,0.06620372831821442,Alexis Sánchez,h,498,OpenPlay,2015,Head,110,Arsenal,Liverpool,0,0,2015-08-24 23:00:00,Nacho Monreal,Aerial
1,56365,10,BlockedShot,0.8830000305175781,0.6990000152587891,0.050591617822647095,Alexis Sánchez,h,498,OpenPlay,2015,RightFoot,110,Arsenal,Liverpool,0,0,2015-08-24 23:00:00,Santiago Cazorla,Pass
2,56368,17,SavedShot,0.8730000305175781,0.5070000076293946,0.013836221769452095,Olivier Giroud,h,502,FromCorner,2015,Head,110,Arsenal,Liverpool,0,0,2015-08-24 23:00:00,Mesut Özil,Aerial
3,56375,49,MissedShots,0.7680000305175781,0.6170000076293946,0.02357415296137333,Santiago Cazorla,h,965,OpenPlay,2015,LeftFoot,110,Arsenal,Liverpool,0,0,2015-08-24 23:00:00,Mesut Özil,LayOff
4,56376,52,BlockedShot,0.9209999847412109,0.44599998474121094,0.13768362998962402,Olivier Giroud,h,502,OpenPlay,2015,RightFoot,110,Arsenal,Liverpool,0,0,2015-08-24 23:00:00,Alexis Sánchez,Pass
5,56377,56,MissedShots,0.8190000152587891,0.6359999847412109,0.03977115452289581,Olivier Giroud,h,502,OpenPlay,2015,LeftFoot,110,Arsenal,Liverpool,0,0,2015-08-24 23:00:00,Alexis Sánchez,Pass
6,56378,59,ShotOnPost,0.9259999847412109,0.595999984741211,0.41064390540122986,Alexis Sánchez,h,498,OpenPlay,2015,LeftFoot,110,Arsenal,Liverpool,0,0,2015-08-24 23:00:00,Olivier Giroud,Pass
7,56380,61,MissedShots,0.7419999694824219,0.565,0.012751191854476929,Francis Coquelin,h,497,SetPiece,2015,LeftFoot,110,Arsenal,Liverpool,0,0,2015-08-24 23:00:00,,None
