,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
9,59561,29,SavedShot,0.9080000305175782,0.3770000076293945,0.2943212687969208,Roberto Firmino,h,482,OpenPlay,2015,RightFoot,418,Liverpool,Everton,4,0,2016-04-20 23:00:00,James Milner,Chipped
13,59570,32,BlockedShot,0.8209999847412109,0.6329999923706054,0.040235716849565506,Roberto Firmino,h,482,FromCorner,2015,RightFoot,418,Liverpool,Everton,4,0,2016-04-20 23:00:00,,Rebound
1,57420,16,BlockedShot,0.850999984741211,0.5170000076293946,0.09260380268096924,Roberto Firmino,h,482,OpenPlay,2015,LeftFoot,423,Liverpool,Newcastle United,2,2,2016-04-23 18:00:00,,None
11,56446,61,SavedShot,0.924000015258789,0.25799999237060545,0.051408570259809494,Roberto Firmino,h,482,OpenPlay,2015,LeftFoot,445,Liverpool,Watford,2,0,2016-05-08 19:00:00,Sheyi Ojo,Pass
12,56449,75,Goal,0.825,0.40799999237060547,0.06851906329393387,Roberto Firmino,h,482,OpenPlay,2015,RightFoot,445,Liverpool,Watford,2,0,2016-05-08 19:00:00,Sheyi Ojo,BallRecovery
7,61048,19,MissedShots,0.975999984741211,0.6680000305175782,0.057335738092660904,Roberto Firmino,h,482,OpenPlay,2015,LeftFoot,450,Liverpool,Chelsea,1,1,2016-05-11 23:00:00,Daniel Sturridge,Pass
16,61082,50,MissedShots,0.725,0.5029999923706054,0.017226433381438255,Roberto Firmino,h,482,OpenPlay,2015,RightFoot,450,Liverpool,Chelsea,1,1,2016-05-11 23:00:00,James Milner,Pass
23,61100,75,BlockedShot,0.7280000305175781,0.52,0.050408679991960526,Roberto Firmino,h,482,DirectFreekick,2015,RightFoot,450,Liverpool,Chelsea,1,1,2016-05-11 23:00:00,,Standard
25,61102,88,BlockedShot,0.84,0.645,0.04842562973499298,Roberto Firmino,h,482,OpenPlay,2015,LeftFoot,450,Liverpool,Chelsea,1,1,2016-05-11 23:00:00,Philippe Coutinho,Pass
26,61104,90,BlockedShot,0.845999984741211,0.735999984741211,0.03113633766770363,Roberto Firmino,h,482,OpenPlay,2015,RightFoot,450,Liverpool,Chelsea,1,1,2016-05-11 23:00:00,Alberto Moreno,Pass
1,112091,22,MissedShots,0.9059999847412109,0.59,0.08559956401586533,Roberto Firmino,a,482,OpenPlay,2016,LeftFoot,469,Arsenal,Liverpool,3,4,2016-08-14 19:00:00,Jordan Henderson,Card
2,112092,24,MissedShots,0.9180000305175782,0.27700000762939453,0.04411972686648369,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,469,Arsenal,Liverpool,3,4,2016-08-14 19:00:00,Adam Lallana,Pass
5,112097,34,MissedShots,0.8109999847412109,0.3320000076293945,0.02411099523305893,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,469,Arsenal,Liverpool,3,4,2016-08-14 19:00:00,Adam Lallana,Pass
14,112111,84,BlockedShot,0.8430000305175781,0.3729999923706055,0.07180958241224289,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,469,Arsenal,Liverpool,3,4,2016-08-14 19:00:00,Georginio Wijnaldum,Pass
15,120557,51,SavedShot,0.7140000152587891,0.37,0.010962373577058315,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,473,Burnley,Liverpool,2,0,2016-08-20 18:00:00,,TakeOn
21,120564,80,MissedShots,0.7,0.4759999847412109,0.010043784976005554,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,473,Burnley,Liverpool,2,0,2016-08-20 18:00:00,Philippe Coutinho,Pass
9,113093,79,BlockedShot,0.899000015258789,0.6370000076293946,0.09160223603248596,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,481,Tottenham,Liverpool,1,1,2016-08-27 15:30:00,Adam Lallana,Pass
0,113221,10,SavedShot,0.7440000152587891,0.5209999847412109,0.02397989109158516,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,498,Liverpool,Leicester,4,1,2016-09-10 20:30:00,Georginio Wijnaldum,Pass
1,113222,12,Goal,0.85,0.519000015258789,0.09644696861505508,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,498,Liverpool,Leicester,4,1,2016-09-10 20:30:00,James Milner,Pass
15,113247,88,Goal,0.8469999694824218,0.4759999847412109,0.3197706341743469,Roberto Firmino,h,482,OpenPlay,2016,LeftFoot,498,Liverpool,Leicester,4,1,2016-09-10 20:30:00,Sadio Mané,Pass
22,113802,57,BlockedShot,0.84,0.325,0.0633247047662735,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,516,Liverpool,Hull,5,1,2016-09-24 18:00:00,Nathaniel Clyne,Pass
24,113804,59,SavedShot,0.9119999694824219,0.5840000152587891,0.054086364805698395,Roberto Firmino,h,482,FromCorner,2016,Head,516,Liverpool,Hull,5,1,2016-09-24 18:00:00,Jordan Henderson,Cross
26,113806,66,BlockedShot,0.850999984741211,0.3609999847412109,0.0822523981332779,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,516,Liverpool,Hull,5,1,2016-09-24 18:00:00,Jordan Henderson,Pass
28,113808,76,BlockedShot,0.794000015258789,0.7559999847412109,0.028926866129040718,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,516,Liverpool,Hull,5,1,2016-09-24 18:00:00,James Milner,Pass
3,114485,41,BlockedShot,0.919000015258789,0.580999984741211,0.08524906635284424,Roberto Firmino,a,482,FromCorner,2016,LeftFoot,522,Swansea,Liverpool,1,2,2016-10-01 15:30:00,Dejan Lovren,Pass
4,114487,47,SavedShot,0.7280000305175781,0.500999984741211,0.02041313424706459,Roberto Firmino,a,482,SetPiece,2016,RightFoot,522,Swansea,Liverpool,1,2,2016-10-01 15:30:00,Philippe Coutinho,TakeOn
7,114490,53,Goal,0.9019999694824219,0.52,0.2903023958206177,Roberto Firmino,a,482,SetPiece,2016,Head,522,Swansea,Liverpool,1,2,2016-10-01 15:30:00,Jordan Henderson,Chipped
1,113985,28,SavedShot,0.9130000305175782,0.6519999694824219,0.014804714359343052,Roberto Firmino,h,482,OpenPlay,2016,Head,540,Liverpool,Manchester United,0,0,2016-10-17 23:00:00,Jordan Henderson,Cross
9,114458,56,BlockedShot,0.909000015258789,0.4209999847412109,0.12681104242801666,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,548,Liverpool,West Bromwich Albion,2,1,2016-10-22 20:30:00,Philippe Coutinho,Pass
11,114460,57,BlockedShot,0.9569999694824218,0.6229999923706054,0.08841992169618607,Roberto Firmino,h,482,SetPiece,2016,RightFoot,548,Liverpool,West Bromwich Albion,2,1,2016-10-22 20:30:00,,Rebound
16,114469,82,SavedShot,0.924000015258789,0.4520000076293945,0.12989996373653412,Roberto Firmino,h,482,OpenPlay,2016,Head,548,Liverpool,West Bromwich Albion,2,1,2016-10-22 20:30:00,Sadio Mané,Cross
17,114470,83,SavedShot,0.9019999694824219,0.3729999923706055,0.3488774597644806,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,548,Liverpool,West Bromwich Albion,2,1,2016-10-22 20:30:00,Georginio Wijnaldum,Pass
1,114659,18,MissedShots,0.9290000152587891,0.5659999847412109,0.11551135033369064,Roberto Firmino,a,482,OpenPlay,2016,Head,2683,Crystal Palace,Liverpool,2,4,2016-10-29 20:30:00,Jordan Henderson,Cross
3,114661,23,BlockedShot,0.8580000305175781,0.5579999923706055,0.12161742150783539,Roberto Firmino,a,482,OpenPlay,2016,LeftFoot,2683,Crystal Palace,Liverpool,2,4,2016-10-29 20:30:00,,TakeOn
9,114668,38,SavedShot,0.799000015258789,0.7659999847412109,0.017354708164930344,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,2683,Crystal Palace,Liverpool,2,4,2016-10-29 20:30:00,Emre Can,Pass
14,114676,70,Goal,0.805,0.41,0.3136442303657532,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,2683,Crystal Palace,Liverpool,2,4,2016-10-29 20:30:00,Jordan Henderson,Throughball
0,115188,6,SavedShot,0.8930000305175781,0.5579999923706055,0.09546084702014923,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,2693,Liverpool,Watford,6,1,2016-11-06 18:15:00,Adam Lallana,Cross
2,115191,15,MissedShots,0.915,0.509000015258789,0.09190391004085541,Roberto Firmino,h,482,FromCorner,2016,Head,2693,Liverpool,Watford,6,1,2016-11-06 18:15:00,Philippe Coutinho,Cross
7,115196,23,MissedShots,0.86,0.42400001525878905,0.09047943353652954,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,2693,Liverpool,Watford,6,1,2016-11-06 18:15:00,Philippe Coutinho,Pass
17,115209,56,Goal,0.9490000152587891,0.5,0.5868608951568604,Roberto Firmino,h,482,SetPiece,2016,RightFoot,2693,Liverpool,Watford,6,1,2016-11-06 18:15:00,Adam Lallana,Cross
23,115220,87,SavedShot,0.9309999847412109,0.6909999847412109,0.06247207149863243,Roberto Firmino,h,482,OpenPlay,2016,LeftFoot,2693,Liverpool,Watford,6,1,2016-11-06 18:15:00,,None
7,115623,65,MissedShots,0.8859999847412109,0.45599998474121095,0.39376911520957947,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,2698,Southampton,Liverpool,0,0,2016-11-19 19:00:00,Philippe Coutinho,Pass
8,115624,75,BlockedShot,0.9030000305175782,0.5790000152587891,0.1240721195936203,Roberto Firmino,a,482,OpenPlay,2016,LeftFoot,2698,Southampton,Liverpool,0,0,2016-11-19 19:00:00,James Milner,Pass
12,115628,81,SavedShot,0.850999984741211,0.6840000152587891,0.03149982541799545,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,2698,Southampton,Liverpool,0,0,2016-11-19 19:00:00,,Rebound
1,115228,5,SavedShot,0.774000015258789,0.5329999923706055,0.03130622208118439,Roberto Firmino,h,482,OpenPlay,2016,LeftFoot,2710,Liverpool,Sunderland,2,0,2016-11-26 19:00:00,Nathaniel Clyne,Pass
3,115232,20,MissedShots,0.7519999694824219,0.26799999237060546,0.01376402098685503,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,2710,Liverpool,Sunderland,2,0,2016-11-26 19:00:00,Joel Matip,TakeOn
14,115244,57,SavedShot,0.8809999847412109,0.34599998474121096,0.0739218220114708,Roberto Firmino,h,482,OpenPlay,2016,LeftFoot,2710,Liverpool,Sunderland,2,0,2016-11-26 19:00:00,Jordan Henderson,Pass
17,115249,68,BlockedShot,0.8930000305175781,0.705,0.04727385565638542,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,2710,Liverpool,Sunderland,2,0,2016-11-26 19:00:00,Emre Can,Pass
1,115476,16,BlockedShot,0.87,0.5670000076293945,0.0700974091887474,Roberto Firmino,a,482,SetPiece,2016,RightFoot,3112,Bournemouth,Liverpool,4,3,2016-12-04 17:30:00,,None
4,115480,31,MissedShots,0.7609999847412109,0.38,0.034434955567121506,Roberto Firmino,a,482,OpenPlay,2016,LeftFoot,3112,Bournemouth,Liverpool,4,3,2016-12-04 17:30:00,Nathaniel Clyne,Pass
1,117026,14,BlockedShot,0.8109999847412109,0.5979999923706054,0.05438057705760002,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3124,Liverpool,West Ham,2,2,2016-12-11 20:30:00,Sadio Mané,Pass
5,117032,36,MissedShots,0.8240000152587891,0.590999984741211,0.05549795553088188,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3124,Liverpool,West Ham,2,2,2016-12-11 20:30:00,Sadio Mané,Pass
6,117034,41,MissedShots,0.9059999847412109,0.5420000076293945,0.07848659157752991,Roberto Firmino,h,482,OpenPlay,2016,Head,3124,Liverpool,West Ham,2,2,2016-12-11 20:30:00,Georginio Wijnaldum,Cross
8,117628,48,MissedShots,0.879000015258789,0.515,0.03710760176181793,Roberto Firmino,a,482,OpenPlay,2016,Head,3127,Middlesbrough,Liverpool,0,3,2016-12-14 23:45:00,Sadio Mané,Chipped
13,117635,87,BlockedShot,0.8009999847412109,0.720999984741211,0.061204634606838226,Roberto Firmino,a,482,DirectFreekick,2016,RightFoot,3127,Middlesbrough,Liverpool,0,3,2016-12-14 23:45:00,,Standard
3,118515,49,SavedShot,0.905,0.5609999847412109,0.3032069802284241,Roberto Firmino,a,482,OpenPlay,2016,LeftFoot,3144,Everton,Liverpool,0,1,2016-12-20 00:00:00,James Milner,Chipped
5,118519,76,MissedShots,0.8640000152587891,0.5640000152587891,0.057208314538002014,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3144,Everton,Liverpool,0,1,2016-12-20 00:00:00,Nathaniel Clyne,Cross
6,118520,79,SavedShot,0.8919999694824219,0.46799999237060547,0.06122530624270439,Roberto Firmino,a,482,FromCorner,2016,RightFoot,3144,Everton,Liverpool,0,1,2016-12-20 00:00:00,James Milner,Cross
7,118521,86,BlockedShot,0.8930000305175781,0.5729999923706055,0.11771280318498611,Roberto Firmino,a,482,OpenPlay,2016,LeftFoot,3144,Everton,Liverpool,0,1,2016-12-20 00:00:00,Emre Can,Pass
10,118524,96,BlockedShot,0.875999984741211,0.43099998474121093,0.36501404643058777,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3144,Everton,Liverpool,0,1,2016-12-20 00:00:00,,None
1,116460,6,SavedShot,0.9169999694824219,0.6409999847412109,0.01577816903591156,Roberto Firmino,h,482,OpenPlay,2016,Head,3153,Liverpool,Stoke,4,1,2016-12-27 21:15:00,James Milner,Cross
2,116461,8,BlockedShot,0.745999984741211,0.37099998474121093,0.017703978344798088,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3153,Liverpool,Stoke,4,1,2016-12-27 21:15:00,Georginio Wijnaldum,Pass
6,116469,23,BlockedShot,0.9269999694824219,0.355,0.09466429799795151,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3153,Liverpool,Stoke,4,1,2016-12-27 21:15:00,,TakeOn
10,116474,37,MissedShots,0.8569999694824219,0.43599998474121093,0.069800466299057,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3153,Liverpool,Stoke,4,1,2016-12-27 21:15:00,,None
12,116476,43,Goal,0.895,0.639000015258789,0.09269547462463379,Roberto Firmino,h,482,OpenPlay,2016,LeftFoot,3153,Liverpool,Stoke,4,1,2016-12-27 21:15:00,James Milner,Pass
3,116768,13,MissedShots,0.8080000305175781,0.7169999694824218,0.02407071366906166,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3334,Sunderland,Liverpool,2,2,2017-01-02 19:00:00,Sadio Mané,Pass
12,116782,62,SavedShot,0.7319999694824219,0.46599998474121096,0.021003128960728645,Roberto Firmino,a,482,SetPiece,2016,RightFoot,3334,Sunderland,Liverpool,2,2,2017-01-02 19:00:00,Alberto Moreno,Pass
14,116785,65,SavedShot,0.86,0.6819999694824219,0.04693328216671944,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3334,Sunderland,Liverpool,2,2,2017-01-02 19:00:00,Georginio Wijnaldum,Chipped
17,116790,85,SavedShot,0.8440000152587891,0.6170000076293946,0.06745468825101852,Roberto Firmino,a,482,OpenPlay,2016,LeftFoot,3334,Sunderland,Liverpool,2,2,2017-01-02 19:00:00,Sadio Mané,Pass
20,116793,93,SavedShot,0.909000015258789,0.5159999847412109,0.0784774199128151,Roberto Firmino,a,482,FromCorner,2016,Head,3334,Sunderland,Liverpool,2,2,2017-01-02 19:00:00,Alberto Moreno,Cross
6,117562,60,SavedShot,0.9259999847412109,0.674000015258789,0.08739620447158813,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3349,Manchester United,Liverpool,1,1,2017-01-15 16:00:00,Philippe Coutinho,Pass
8,117565,65,BlockedShot,0.750999984741211,0.3120000076293945,0.02461632899940014,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3349,Manchester United,Liverpool,1,1,2017-01-15 16:00:00,Emre Can,Pass
3,118423,32,BlockedShot,0.8430000305175781,0.44099998474121094,0.08924960345029831,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3350,Liverpool,Swansea,2,3,2017-01-21 15:30:00,Philippe Coutinho,Pass
5,118425,40,MissedShots,0.9230000305175782,0.4540000152587891,0.07421047240495682,Roberto Firmino,h,482,OpenPlay,2016,Head,3350,Liverpool,Swansea,2,3,2017-01-21 15:30:00,Adam Lallana,Chipped
6,118428,54,Goal,0.9269999694824219,0.46900001525878904,0.13373401761054993,Roberto Firmino,h,482,OpenPlay,2016,Head,3350,Liverpool,Swansea,2,3,2017-01-21 15:30:00,James Milner,Cross
8,118431,68,Goal,0.875999984741211,0.4929999923706055,0.08305041491985321,Roberto Firmino,h,482,OpenPlay,2016,LeftFoot,3350,Liverpool,Swansea,2,3,2017-01-21 15:30:00,Georginio Wijnaldum,Cross
13,118437,84,MissedShots,0.740999984741211,0.445,0.017392581328749657,Roberto Firmino,h,482,OpenPlay,2016,LeftFoot,3350,Liverpool,Swansea,2,3,2017-01-21 15:30:00,,TakeOn
15,118440,88,BlockedShot,0.825999984741211,0.33599998474121096,0.03709392622113228,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3350,Liverpool,Swansea,2,3,2017-01-21 15:30:00,Divock Origi,HeadPass
1,116205,48,MissedShots,0.9069999694824219,0.5429999923706055,0.45747366547584534,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3366,Liverpool,Chelsea,1,1,2017-01-31 23:00:00,,None
6,116214,90,SavedShot,0.9180000305175782,0.49,0.337421178817749,Roberto Firmino,h,482,OpenPlay,2016,Head,3366,Liverpool,Chelsea,1,1,2017-01-31 23:00:00,Sadio Mané,Chipped
2,116643,17,BlockedShot,0.764000015258789,0.39799999237060546,0.016214871779084206,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3373,Hull,Liverpool,2,0,2017-02-04 15:00:00,Sadio Mané,HeadPass
18,116663,77,BlockedShot,0.8580000305175781,0.605999984741211,0.052905987948179245,Roberto Firmino,a,482,OpenPlay,2016,LeftFoot,3373,Hull,Liverpool,2,0,2017-02-04 15:00:00,Adam Lallana,HeadPass
19,116665,88,BlockedShot,0.8440000152587891,0.475,0.06950175762176514,Roberto Firmino,a,482,OpenPlay,2016,LeftFoot,3373,Hull,Liverpool,2,0,2017-02-04 15:00:00,Jordan Henderson,Pass
4,117642,17,SavedShot,0.89,0.509000015258789,0.37699198722839355,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3386,Liverpool,Tottenham,2,0,2017-02-11 17:30:00,,Rebound
11,117653,40,BlockedShot,0.8119999694824219,0.265,0.036110714077949524,Roberto Firmino,h,482,OpenPlay,2016,LeftFoot,3386,Liverpool,Tottenham,2,0,2017-02-11 17:30:00,Nathaniel Clyne,Pass
0,119467,8,Goal,0.950999984741211,0.54,0.5244148969650269,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3401,Liverpool,Arsenal,3,1,2017-03-04 17:30:00,Sadio Mané,Cross
9,119478,49,BlockedShot,0.9019999694824219,0.35900001525878905,0.1181914359331131,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3401,Liverpool,Arsenal,3,1,2017-03-04 17:30:00,Sadio Mané,Pass
16,119487,83,MissedShots,0.9159999847412109,0.45799999237060546,0.08080518245697021,Roberto Firmino,h,482,FromCorner,2016,Head,3401,Liverpool,Arsenal,3,1,2017-03-04 17:30:00,James Milner,Cross
4,120033,39,SavedShot,0.895,0.674000015258789,0.06578171253204346,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3426,Manchester City,Liverpool,1,1,2017-03-19 16:30:00,Philippe Coutinho,Pass
10,120040,60,SavedShot,0.875,0.645,0.3226698338985443,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3426,Manchester City,Liverpool,1,1,2017-03-19 16:30:00,Philippe Coutinho,Throughball
11,120043,71,MissedShots,0.9119999694824219,0.715,0.055200789123773575,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3426,Manchester City,Liverpool,1,1,2017-03-19 16:30:00,Adam Lallana,Pass
12,120047,81,MissedShots,0.8859999847412109,0.3039999961853027,0.07335378229618073,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3426,Manchester City,Liverpool,1,1,2017-03-19 16:30:00,Sadio Mané,Pass
0,119593,0,SavedShot,0.8380000305175781,0.2520000076293945,0.025092484429478645,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3449,Liverpool,Bournemouth,2,2,2017-04-05 20:00:00,Divock Origi,Pass
7,119604,31,SavedShot,0.7480000305175781,0.42400001525878905,0.02249552309513092,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3449,Liverpool,Bournemouth,2,2,2017-04-05 20:00:00,Divock Origi,Pass
9,119606,38,SavedShot,0.7330000305175781,0.43400001525878906,0.015890993177890778,Roberto Firmino,h,482,OpenPlay,2016,LeftFoot,3449,Liverpool,Bournemouth,2,2,2017-04-05 20:00:00,,BallTouch
4,120212,55,SavedShot,0.9459999847412109,0.3189999961853027,0.05046212300658226,Roberto Firmino,a,482,OpenPlay,2016,LeftFoot,3451,Stoke,Liverpool,1,2,2017-04-08 15:00:00,,None
9,120218,69,BlockedShot,0.8909999847412109,0.6780000305175782,0.04765442758798599,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3451,Stoke,Liverpool,1,2,2017-04-08 15:00:00,Daniel Sturridge,Pass
11,120221,71,Goal,0.7969999694824219,0.43,0.039212580770254135,Roberto Firmino,a,482,OpenPlay,2016,RightFoot,3451,Stoke,Liverpool,1,2,2017-04-08 15:00:00,Georginio Wijnaldum,Chipped
0,121552,14,MissedShots,0.8830000305175781,0.6659999847412109,0.06465265899896622,Roberto Firmino,a,482,OpenPlay,2016,LeftFoot,3469,West Bromwich Albion,Liverpool,0,1,2017-04-16 13:30:00,Philippe Coutinho,Pass
5,121558,45,Goal,0.93,0.5609999847412109,0.3624480664730072,Roberto Firmino,a,482,SetPiece,2016,Head,3469,West Bromwich Albion,Liverpool,0,1,2017-04-16 13:30:00,Lucas Leiva,HeadPass
9,121562,59,BlockedShot,0.8290000152587891,0.6270000076293946,0.055413421243429184,Roberto Firmino,a,482,OpenPlay,2016,LeftFoot,3469,West Bromwich Albion,Liverpool,0,1,2017-04-16 13:30:00,Divock Origi,Pass
10,120829,64,MissedShots,0.8930000305175781,0.345,0.07894325256347656,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3476,Liverpool,Crystal Palace,1,2,2017-04-23 16:30:00,Georginio Wijnaldum,Pass
11,120834,84,BlockedShot,0.6809999847412109,0.539000015258789,0.011517031118273735,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3476,Liverpool,Crystal Palace,1,2,2017-04-23 16:30:00,,BallTouch
1,121529,14,BlockedShot,0.8159999847412109,0.6229999923706054,0.045373979955911636,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3496,Liverpool,Southampton,0,0,2017-05-07 13:30:00,,BallRecovery
3,121531,33,SavedShot,0.725999984741211,0.48700000762939455,0.014094987884163857,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3496,Liverpool,Southampton,0,0,2017-05-07 13:30:00,Emre Can,TakeOn
8,121539,74,BlockedShot,0.749000015258789,0.32,0.01753394305706024,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3496,Liverpool,Southampton,0,0,2017-05-07 13:30:00,Georginio Wijnaldum,Pass
0,112500,0,SavedShot,0.7619999694824219,0.6509999847412109,0.023239048197865486,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3515,Liverpool,Middlesbrough,3,0,2017-05-21 15:00:00,Adam Lallana,Pass
3,112505,19,BlockedShot,0.860999984741211,0.43400001525878906,0.0663977637887001,Roberto Firmino,h,482,SetPiece,2016,LeftFoot,3515,Liverpool,Middlesbrough,3,0,2017-05-21 15:00:00,Joel Matip,None
12,112515,36,SavedShot,0.8059999847412109,0.3120000076293945,0.027397481724619865,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3515,Liverpool,Middlesbrough,3,0,2017-05-21 15:00:00,Georginio Wijnaldum,Pass
15,112519,52,BlockedShot,0.895,0.4540000152587891,0.11618297547101974,Roberto Firmino,h,482,OpenPlay,2016,RightFoot,3515,Liverpool,Middlesbrough,3,0,2017-05-21 15:00:00,,None
4,158353,54,Goal,0.885,0.5,0.7611688375473022,Roberto Firmino,a,482,Penalty,2017,RightFoot,7120,Watford,Liverpool,3,3,2017-08-12 12:30:00,,Standard
5,158354,56,MissedShots,0.8819999694824219,0.6719999694824219,0.054032400250434875,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7120,Watford,Liverpool,3,3,2017-08-12 12:30:00,Dejan Lovren,Chipped
5,158492,40,SavedShot,0.765,0.225,0.010574852116405964,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7134,Liverpool,Crystal Palace,1,0,2017-08-19 15:00:00,Joseph Gomez,None
8,158497,55,MissedShots,0.845,0.7719999694824219,0.018779514357447624,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7134,Liverpool,Crystal Palace,1,0,2017-08-19 15:00:00,,None
9,158498,58,BlockedShot,0.735999984741211,0.524000015258789,0.022854452952742577,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7134,Liverpool,Crystal Palace,1,0,2017-08-19 15:00:00,Ragnar Klavan,Pass
17,158506,84,SavedShot,0.7119999694824218,0.46700000762939453,0.01656150072813034,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7134,Liverpool,Crystal Palace,1,0,2017-08-19 15:00:00,,None
19,158508,88,BlockedShot,0.8730000305175781,0.3120000076293945,0.06400147080421448,Roberto Firmino,h,482,OpenPlay,2017,LeftFoot,7134,Liverpool,Crystal Palace,1,0,2017-08-19 15:00:00,,Dispossessed
3,158669,16,Goal,0.9269999694824219,0.500999984741211,0.41750091314315796,Roberto Firmino,h,482,OpenPlay,2017,Head,7148,Liverpool,Arsenal,4,0,2017-08-27 16:00:00,Joseph Gomez,Cross
8,158674,34,BlockedShot,0.7609999847412109,0.54,0.03422142192721367,Roberto Firmino,h,482,OpenPlay,2017,LeftFoot,7148,Liverpool,Arsenal,4,0,2017-08-27 16:00:00,Emre Can,Pass
2,159382,14,SavedShot,0.9640000152587891,0.6140000152587891,0.06705735623836517,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7149,Manchester City,Liverpool,5,0,2017-09-09 12:30:00,Jordan Henderson,Cross
15,158707,47,BlockedShot,0.879000015258789,0.6569999694824219,0.059754930436611176,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7162,Liverpool,Burnley,1,1,2017-09-16 15:00:00,James Milner,Pass
26,158719,73,BlockedShot,0.7119999694824218,0.48900001525878906,0.014494718983769417,Roberto Firmino,h,482,OpenPlay,2017,RightFoot,7162,Liverpool,Burnley,1,1,2017-09-16 15:00:00,Daniel Sturridge,Pass
5,159351,24,BlockedShot,0.7809999847412109,0.2929999923706055,0.018453428521752357,Roberto Firmino,a,482,OpenPlay,2017,LeftFoot,7176,Leicester,Liverpool,2,3,2017-09-23 17:30:00,,None
9,159355,42,MissedShots,0.9019999694824219,0.66,0.09231598675251007,Roberto Firmino,a,482,OpenPlay,2017,LeftFoot,7176,Leicester,Liverpool,2,3,2017-09-23 17:30:00,Emre Can,Pass
14,159363,60,MissedShots,0.7290000152587891,0.45599998474121095,0.02059471234679222,Roberto Firmino,a,482,OpenPlay,2017,RightFoot,7176,Leicester,Liverpool,2,3,2017-09-23 17:30:00,Jordan Henderson,Pass
4,160496,18,SavedShot,0.715,0.36,0.014962815679609776,Roberto Firmino,h,482,OpenPlay,2017,LeftFoot,7193,Liverpool,Manchester United,0,0,2017-10-14 12:30:00,Joseph Gomez,Pass
9,160505,46,BlockedShot,0.9569999694824218,0.575,0.11135491728782654,Roberto Firmino,h,482,OpenPlay,2017,LeftFoot,7193,Liverpool,Manchester United,0,0,2017-10-14 12:30:00,Philippe Coutinho,Cross
